,timestamp,open,high,low,close,volume
0,4/1/2022,5275.2,5332.18,5159,5228.58,4644237
1,3/31/2022,5370.26,5376,5230.54,5244.26,4134720
2,3/30/2022,5453.7,5497.8,5300.75,5340.58,4023301
3,3/29/2022,5381.46,5551,5324.62,5485.48,5880723
4,3/28/2022,5253.22,5323.92,5134.22,5299.14,4323435
5,3/25/2022,5278.98,5286.96,5130.02,5233.9,3568441
6,3/24/2022,5316.64,5316.64,5164.6,5259.94,3888461
7,3/23/2022,5316.78,5354.44,5242.86,5242.86,3728954
8,3/22/2022,5195.96,5413.24,5134.64,5360.88,4209911
9,3/21/2022,5292.28,5345.48,5165.16,5244.26,4612272
10,3/18/2022,5208,5345.2,5158.58,5328.4,8252687
11,3/17/2022,5035.8,5226.34,4968.32,5199.6,5818348
12,3/16/2022,4874.8,5039.86,4802.84,5005.42,6982469
13,3/15/2022,4691.4,4835.04,4653.04,4812.5,5460640
14,3/14/2022,4742.08,4778.48,4617.48,4634.14,5907817
15,3/11/2022,5056.66,5087.04,4760,4764.48,4819925
16,3/10/2022,4986.8,5138.28,4946.2,4994.78,4807767
17,3/9/2022,5007.59,5097.96,4907.1246,5023.06,6520186
18,3/8/2022,4897.2,5024.04,4769.38,4784.64,6428655
19,3/7/2022,5045.74,5067.93,4902.8,4903.64,5708383
20,3/4/2022,5152,5247.4604,5000.38,5064.22,5329180
21,3/3/2022,5404,5405.68,5105.1,5152.98,6076836
22,3/2/2022,5445.02,5449.08,5252.94,5320.42,5356809
23,3/1/2022,5482.4,5530,5371.87,5407.36,3290439
24,2/28/2022,5422.62,5568.5,5349.82,5523.28,5035046
25,2/25/2022,5412.54,5478.06,5258.12,5471.2,4841636
26,2/24/2022,4971.26,5470.22,4966.08,5460.42,7068724
27,2/23/2022,5358.08,5404,5133.24,5144.44,4614290
28,2/22/2022,5445.3,5493.88,5222.28,5283.32,6664974
29,2/18/2022,5495.42,5640.18,5446.6524,5478.06,6801668
30,2/17/2022,5519.29,5587.54,5399.8,5413.38,4669222
31,2/16/2022,5621.42,5621.84,5465.3788,5573.12,5277650
32,2/15/2022,5653.06,5728.2666,5614.14,5704.44,5395641
